,name,cid
0,Methylbutenedioic acid,874
1,"2,4-Dinitrophenol",1493
2,Dichlobenil,3031
3,6-Dimethylaminopurine,3134
4,Allyl isocyanate,15123
5,"1,3-Dichloronaphthalene",16618
6,Allyl isovalerate,17816
7,N-Ethyl-4-nitroaniline,19318
8,Ro 16-6491,4289
9,Methyl-[6-[methyl-[nitroso(oxido)amino]amino]hexyl]azanium,4524
10,Thiotepa,5453
11,"2,4,6-Trichlorophenol",6914
12,O-Xylene,7237
13,4-Ethoxybutanol,8131
14,1-Chloroheptane,12371
15,"2,2-Dimethylheptane",14062
16,"1,2,3,5-Tetrafluorobenzene",16910
17,4-Phenoxypiperidine,18878
18,Unii-K8704486G1,21367
19,Bis((cyanomethyl)ammonium) sulphate,21628
20,"4-chloro-6-methyl-N-phenyl-1,3,5-triazin-2-amine",22373
21,Hexyl Salicylate,22629
22,Myristicin,4276
23,"2-Amino-1-cyclohexyl-6-methyl-3,4-heptanediol",4710
24,Tribromoacetate,6414
25,Choline Bitartrate,6900
26,"2,4-Dimethylaniline",7250
27,"2(3H)-Furanone, dihydro-5-undecyl-",7785
28,Pentaerythritol,8285
29,Monuron,8800
30,"3,7-Dimethylocta-2,6-Dienal",8843
31,4-Bromobenzoic acid,11464
32,1-Bromo-4-nitrobenzene,11466
33,Ethanesulfonic acid,11668
34,Dimethylmalonic acid,11686
35,"2(3H)-Thiophenone, dihydro-",13852
36,"2,5-Dichlorophenol",66
37,2-Amino-4-oxopentanoic acid,423
38,4-Hydroxy-2-oxoglutaric acid,599
39,Nitroxyl,945
40,"1-Amino-1,3-cyclobutanedicarboxylic acid",1214
41,Amantadine,2130
42,"2,3,4,5-Tetrahydroxypentyl dihydrogen phosphate",2219
43,(3-Methyloxiran-2-yl)phosphonate,3421
44,Gabapentin,3446
45,Indole-3-Carbinol,3712
46,alpha-(1-Aminoethyl)-3-hydroxybenzenemethanol,4087
47,"1,6-Dibromo-1,6-dideoxyhexitol",4208
48,Vinylidene fluoride,6369
49,2-Chlorobenzaldehyde,6996
50,Ethylmorpholine,7525
51,Isoamyl phenylacetate,7600
52,"N,N-Dimethylbenzylamine",7681
53,"2,5-Dimethylpiperazine",7816
54,Triglyme,8189
55,Phenylethyl isovalerate,8792
56,(+-)-Adrenaline hydrochloride,9489
57,Bromodichlorofluoromethane,9624
58,"Acetamide, 2-fluoro-N-isobutyl-",9733
59,4-Fluorobutan-1-ol,9755
60,Olivetol,10377
61,"Pyridoxamine, dihydrochloride",10664
62,Ethyl thiocyanate,10968
63,2-Methyl-3-pentanone,11265
64,7407-59-2,874
65,DTXSID20862046,874
66,Methylbutenedioic acid,874
67,RefChem:1089672,874
68,DTXCID50810873,874
69,231-014-7,874
70,2-Methyl-2-butenedioic acid,874
71,2-methylbut-2-enedioic acid,874
72,Citronic acid; Methylfumaric acid,874
73,SCHEMBL5894,874
74,SCHEMBL7973761,874
75,SCHEMBL7973763,874
76,HNEGQIOMVPPMNR-UHFFFAOYSA-N,874
77,AKOS033199661,874
78,NS00082008,874
79,"2,4-dinitrophenol",1493
80,51-28-5,1493
81,Aldifen,1493
82,Nitrophene,1493
83,Dinofan,1493
84,"Phenol, 2,4-dinitro-",1493
85,Fenoxyl carbon N,1493
86,Solfo Black B,1493
87,Tertrosulphur PBR,1493
88,alpha-Dinitrophenol,1493
89,Solfo Black G,1493
90,Nitro kleenup,1493
91,"1-Hydroxy-2,4-dinitrobenzene",1493
92,Chemox PE,1493
93,Solfo Black BB,1493
94,Solfo Black SB,1493
95,Dinitrofenolo,1493
96,"2,4-Dnp",1493
97,Tertrosulphur Black PB,1493
98,Solfo Black 2B Supra,1493
99,"2,4-Dinitrofenol",1493
100,Maroxol-50,1493
101,Osmoplastic-R,1493
102,Osmotox-Plus,1493
103,Chemox,1493
104,Mitcal,1493
105,Camello mosquito coils,1493
106,Caswell No. 392,1493
107,NSC 1532,1493
108,"Phenol, alpha-dinitro-",1493
109,EK 102,1493
110,"1'alpha-2,4-Dinitrophenol",1493
111,Shirakiku brand mosquito coils,1493
112,DTXSID0020523,1493
113,NSC-1532,1493
114,Q13SKS21MN,1493
115,Fenoxyl,1493
116,CHEBI:42017,1493
117,DTXCID80523,1493
118,"2,4 Dinitrophenol",1493
119,"phenol, 2,4-dinitro",1493
120,RefChem:82580,1493
121,200-087-7,1493
122,Nitrophen,1493
123,DINITROPHENOL,1493
124,.alpha.-Dinitrophenol,1493
125,RCRA waste number P048,1493
126,"2,4-dinitro-phenol",1493
127,X 32,1493
128,MFCD00007115,1493
129,Tertrosulfur pbr,1493
130,"Phenol, .alpha.-dinitro-",1493
131,"1,3-DINITRO-4-HYDROXYBENZENE",1493
132,"2,4-dinitrophenol (h2o w/w 18% max)",1493
133,Tertrosulfur black pb,1493
134,Nitrophen (VAN),1493
135,DNF,1493
136,Nitrophene (VAN),1493
137,"PHEN-2,3,5-D3-OL,4,6-DINITRO- (9CI)",1493
138,"2,4-Dinitrophenol (Wetted with up to 20per cent water)",1493
139,tatephosphate,1493
140,Dinitrofenolo [Italian],1493
141,CAS-51-28-5,1493
142,"2,4-Dinitrofenol [Dutch]",1493
143,CCRIS 3102,1493
144,HSDB 529,1493
145,"2,4-Dinitrophenol (wetted with water >15%)",1493
146,EINECS 200-087-7,1493
147,RCRA waste no. P048,1493
148,UNII-Q13SKS21MN,1493
149,EPA Pesticide Chemical Code 037509,1493
150,AI3-01535,1493
151,Spectrum_001934,1493
152,SpecPlus_000938,1493
153,Spectrum2_000673,1493
154,Spectrum3_001694,1493
155,Spectrum4_000913,1493
156,Spectrum5_001670,1493
157,WLN: WNR BQ ENW,1493
158,Epitope ID:112424,1493
159,EC 200-087-7,1493
160,"2,4-Dinitrophenol, wetted",1493
161,"DINITROPHENOL, WETTED",1493
162,SCHEMBL77643,1493
163,BSPBio_003248,1493
164,KBioGR_001406,1493
165,KBioSS_002480,1493
166,SPECTRUM330008,1493
167,MLS001066358,1493
168,BIDD:ER0505,1493
169,DINITROPHENOL [MART.],1493
170,DivK1c_007034,1493
171,SCHEMBL612437,1493
172,SPBio_000765,1493
173,DINITROPHENOL [WHO-DD],1493
174,CHEMBL273386,1493
175,SCHEMBL3036984,1493
176,SCHEMBL6045077,1493
177,SR-1C5,1493
178,SCHEMBL13973810,1493
179,SCHEMBL29361027,1493
180,KBio1_001978,1493
181,KBio2_002473,1493
182,KBio2_005041,1493
183,KBio2_007609,1493
184,KBio3_002468,1493
185,"2,4-DINITROPHENOL [MI]",1493
186,NSC1532,1493
187,HMS1923K21,1493
188,HMS2233H07,1493
189,HMS3372P06,1493
190,HMS3867N13,1493
191,"2,4-DINITROPHENOL [HSDB]",1493
192,Tox21_201462,1493
193,Tox21_300030,1493
194,CCG-39730,1493
195,EBC-50133,1493
196,NSC791780,1493
197,STK397797,1493
198,AKOS000118988,1493
199,AKOS015912556,1493
200,DB04528,1493
201,FD70443,1493
202,NSC-791780,1493
203,"MP-101 (2,4-DINITROPHENOL)",1493
204,NCGC00091778-01,1493
205,NCGC00091778-02,1493
206,NCGC00091778-03,1493
207,NCGC00091778-04,1493
208,NCGC00091778-05,1493
209,NCGC00091778-06,1493
210,NCGC00254114-01,1493
211,NCGC00259013-01,1493
212,AS-39888,1493
213,PD001942,1493
214,SMR000471854,1493
215,D0109,1493
216,NS00010496,1493
217,"2,4-Dinitrophenol (wetted with 15 % water)",1493
218,EN300-19295,1493
219,C02496,1493
220,AB00053210_08,1493
221,"2,4-Dinitrophenol stabilised with 30-35% water",1493
222,"2,4-Dinitrophenol, SAJ special grade, >=98.0%",1493
223,Q209226,1493
224,"2,4-Dinitrophenol, moistened with water, >=98.0%",1493
225,"2,4-Dinitrophenol, 96%, stab. with min. 15% water",1493
226,"2,4-Dinitrophenol, PESTANAL(R), analytical standard",1493
227,BRD-K21910317-001-02-4,1493
228,BRD-K21910317-001-06-5,1493
229,BRD-K21910317-001-12-3,1493
230,"2,4-Dinitrophenol, wetted with not less than 15% water",1493
231,Z104473446,1493
232,"2,4-Dinitrophenol, technical, moistened with water, >=97.0% (HPLC)",1493
233,"InChI=1/C6H4N2O5/c9-6-2-1-4(7(10)11)3-5(6)8(12)13/h1-3,9",1493
234,"2,6-Dichlorobenzonitrile",3031
235,dichlobenil,3031
236,1194-65-6,3031
237,"Benzonitrile, 2,6-dichloro-",3031
238,Dichlobanil,3031
239,Casoron,3031
240,Prefix D,3031
241,DU-Sprex,3031
242,Casoron 133,3031
243,Decabane,3031
244,Surfassol,3031
245,"2,6-Dichlorophenyl cyanide",3031
246,Casoron gsr,3031
247,"2,6-DBN",3031
248,DBN (the herbicide),3031
249,DBN (pesticide),3031
250,"Niagara 5,996",3031
251,Cyclomec,3031
252,Dyclomec,3031
253,Norosac,3031
254,Code H 133,3031
255,Nia 5996,3031
256,Casoron G-4,3031
257,Carsoron,3031
258,Casoron G-10,3031
259,Casoron G20 SR,3031
260,Casoron W-50,3031
261,"2,6-Dichlorbenzonitril",3031
262,"2,6-Dichlorobenzoic acid nitrile",3031
263,H 133,3031
264,DTXSID5032365,3031
265,Casoron G,3031
266,Casoron G4,3031
267,N42NR4196R,3031
268,NSC-521490,3031
269,CHEBI:943,3031
270,DTXCID3012365,3031
271,RefChem:586633,3031
272,214-787-5,3031
273,Casaron,3031
274,MFCD00001781,3031
275,NSC 521490,3031
276,"2,6-dichloro-benzonitrile",3031
277,104809-79-2,3031
278,H 1313,3031
279,"2,6-DICHLOROBENZNITRILE",3031
280,"2,6-dichlorobenzenecarbonitrile",3031
281,Caswell No. 297,3031
282,Niagara 5006,3031
283,Dichlobenil [ISO],3031
284,Dichlobenil [ANSI:BSI:ISO],3031
285,CCRIS 1470,3031
286,HSDB 312,3031
287,"2,6-Dichlorbenzonitril [German]",3031
288,EINECS 214-787-5,3031
289,EPA Pesticide Chemical Code 027401,3031
290,BRN 1909167,3031
291,UNII-N42NR4196R,3031
292,AI3-26665,3031
293,"(14-C)2,6-Dichlorobenzonitrile",3031
294,BH Prefix D,3031
295,Fyducit (Salt/Mix),3031
296,Fydumas (Salt/Mix),3031
297,Dichlobenil 10 microg/mL in Cyclohexane,3031
298,Spectrum_001835,3031
299,"dichlobenil, dichlobanil",3031
300,Dichlobenil 100 microg/mL in Cyclohexane,3031
301,Fydulan G (Salt/Mix),3031
302,SpecPlus_000436,3031
303,Dichlobenil 100 microg/mL in Acetonitrile,3031
304,DICHLOBENIL [MI],3031
305,"Benzonitrile,6-dichloro-",3031
306,Spectrum2_001886,3031
307,Spectrum3_000828,3031
308,Spectrum4_000668,3031
309,Spectrum5_001968,3031
310,WLN: NCR BG FG,3031
311,DICHLOBENIL [HSDB],3031
312,EC 214-787-5,3031
313,"2,4-Dbn",3031
314,SCHEMBL55606,3031
315,BSPBio_002355,3031
316,KBioGR_001075,3031
317,KBioSS_002340,3031
318,SPECTRUM330036,3031
319,DivK1c_006532,3031
320,SPBio_001792,3031
321,orb1697452,3031
322,SCHEMBL7028222,3031
323,CHEMBL3039332,3031
324,SCHEMBL14660831,3031
325,"2,6-Dichlorobenzonitrile, 97%",3031
326,KBio1_001476,3031
327,KBio2_002337,3031
328,KBio2_004905,3031
329,KBio2_007473,3031
330,KBio3_001855,3031
331,BB_SC-04561,3031
332,MSK22479,3031
333,Tox21_300791,3031
334,CCG-39424,3031
335,CK1056,3031
336,NSC521490,3031
337,SBB041083,3031
338,STK802216,3031
339,AKOS000269672,3031
340,FD64132,3031
341,PS-5306,3031
342,NCGC00094529-01,3031
343,NCGC00094529-02,3031
344,NCGC00094529-03,3031
345,NCGC00094529-04,3031
346,NCGC00094529-05,3031
347,NCGC00094529-06,3031
348,NCGC00254695-01,3031
349,AC-10715,3031
350,CAS-1194-65-6,3031
351,DB-030805,3031
352,CS-0014086,3031
353,D1137,3031
354,NS00002192,3031
355,ST45027659,3031
356,EN300-17699,3031
357,"Dichlobenil, PESTANAL(R), analytical standard",3031
358,Q416231,3031
359,BRD-K43714461-001-02-8,3031
360,Z56989597,3031
361,InChI=1/C7H3Cl2N/c8-6-2-1-3-7(9)5(6)4-10/h1-3,3031
362,6-dimethylaminopurine,3134
363,"N,N-dimethyl-7H-purin-6-amine",3134
364,6-(Dimethylamino)purine,3134
365,"N,N-Dimethyladenine",3134
366,"N(6),N(6)-Dimethyladenine",3134
367,Dimethyladenine,3134
368,"N,N-Dimethyl-9H-purin-6-amine",3134
369,"6,6-Dimethyladenine",3134
370,"n,n-dimethyl-adenine",3134
371,6-DMAP,3134
372,6-(dimethylamino)-Purine,3134
373,6-Dimethylamino-9H-purine,3134
374,CCRIS 5216,3134
375,EINECS 213-344-3,3134
376,UNII-649SA4S2CV,3134
377,CHEBI:60281,3134
378,6-Dimethylamine purine,3134
379,"N6,N6-dimethyl-Adenine",3134
380,NSC-401568,3134
381,DTXSID20239658,3134
382,"9H-PURIN-6-AMINE, N,N-DIMETHYL-",3134
383,RefChem:104564,3134
384,DTXCID70162149,3134
385,BVIAOQMSVZHOJM-UHFFFAOYSA-N,3134
386,938-55-6,3134
387,"N6,N6-Dimethyladenine",3134
388,6-Dimethyladenine,3134
389,"1H-Purin-6-amine, N,N-dimethyl-",3134
390,"Adenine, N,N-dimethyl-",3134
391,"N,N-Dimethyl-6-aminopurine",3134
392,MFCD00005573,3134
393,NSC 401568,3134
394,"Adenine, N6,N6-dimethyl-",3134
395,"Purine, 6-(dimethylamino)-",3134
396,649SA4S2CV,3134
397,CHEMBL407391,3134
398,dimethylpurin-6-ylamine,3134
399,104245-07-0,3134
400,"Protein Kinase Inhibitor, DMAP",3134
401,"N,N-dimethyl-1H-purin-6-amine",3134
402,42C,3134
403,"Adenine,N-dimethyl-",3134
404,N(6)-dimethyladenine,3134
405,Kinome_3442,3134
406,"Purine, 6-dimethylamino",3134
407,"N6,N6 -dimethyladenine",3134
408,Maybridge3_000221,3134
409,"purine, 6-dimethylamino-",3134
410,Epitope ID:140948,3134
411,SCHEMBL152593,3134
412,SCHEMBL152594,3134
413,SCHEMBL545951,3134
414,SCHEMBL545952,3134
415,SCHEMBL545953,3134
416,orb1685492,3134
417,PU09,3134
418,"1H-Purin-6-amine,N-dimethyl-",3134
419,SCHEMBL29349831,3134
420,BDBM92422,3134
421,Dimethyl-(9H-purin-6-yl)-amine,3134
422,HMS1431K01,3134
423,"6-(Dimethylamino)purine, >=98%",3134
424,BB_NC-03248,3134
425,"N,N-Dimethyl-9H-purin-6-amine #",3134
426,BBL036342,3134
427,EBC-00542,3134
428,MFCD00079113,3134
429,NSC401568,3134
430,s6088,3134
431,SBB003924,3134
432,STK370033,3134
433,AKOS005445384,3134
434,AKOS015850812,3134
435,AKOS028109175,3134
436,CS-W010844,3134
437,DS-6256,3134
438,FD04709,3134
439,HY-W010128,3134
440,IDI1_011608,3134
441,ST066869,3134
442,SY050761,3134
443,"6-(Dimethylamino)purineN,N-Dimethyladenine",3134
444,D3894,3134
445,NS00039689,3134
446,EN300-63840,3134
447,38D556,3134
448,T71480,3134
449,938D556,3134
450,F240264,3134
451,Q15632695,3134
452,"N6,N6-Dimethyladenine; N,N-Dimethyl-9H-purin-6-amine",3134
453,Z1258992637,3134
454,"N6,N6-Dimethyladenine ;  N,N-Dimethyl-9H-purin-6-amine",3134
455,Allyl isocyanate,15123
456,1476-23-9,15123
457,3-isocyanatoprop-1-ene,15123
458,"1-Propene, 3-isocyanato-",15123
459,3-Isocyanato-1-propene,15123
460,"ISOCYANIC ACID, ALLYL ESTER",15123
461,DK4CJU9MCX,15123
462,NSC-96964,15123
463,DTXSID8061719,15123
464,RefChem:110873,15123
465,DTXCID3034797,15123
466,629-197-7,15123
467,ALLylisoCYANATE,15123
468,"Propene, 3-isocyanato-",15123
469,MFCD00002044,15123
470,2-propenyl isocyanate,15123
471,NSC 96964,15123
472,BRN 0506106,15123
473,prop-2-enisocyanate,15123
474,UNII-DK4CJU9MCX,15123
475,"Allyl isocyanate, 98%",15123
476,prop-1-en-3yl isocyanate,15123
477,WLN: OCN2U1,15123
478,prop-1-en-3-yl isocyanate,15123
479,SCHEMBL55258,15123
480,SCHEMBL666898,15123
481,SCHEMBL29263984,15123
482,CHEBI:192403,15123
483,NSC96964,15123
484,SBB048102,15123
485,STK503764,15123
486,AKOS005141683,15123
487,EBC-540080,15123
488,EN300-148061,15123
489,F81512,15123
490,"InChI=1/C4H5NO/c1-2-3-5-4-6/h2H,1,3H",15123
491,F2190-0558,15123
492,"1,3-DICHLORONAPHTHALENE",16618
493,2198-75-6,16618
494,"Naphthalene, 1,3-dichloro-",16618
495,PW2Z4TLD7O,16618
496,PCN 4,16618
497,DTXSID2062246,16618
498,RefChem:1052817,16618
499,DTXCID7036583,16618
500,218-603-4,16618
501,Dichloronaphthalene,16618
502,28699-88-9,16618
503,"Naphthalene, dichloro-",16618
504,EINECS 249-165-2,16618
505,"1,3-Dichlornaphthalin",16618
506,"1,3-Dichlor-naphthalin",16618
507,UNII-PW2Z4TLD7O,16618
508,SCHEMBL1392604,16618
509,SCHEMBL3071001,16618
510,SCHEMBL5024019,16618
511,SCHEMBL5994233,16618
512,SCHEMBL11591140,16618
513,SCHEMBL30366335,16618
514,EINECS 218-603-4,16618
515,AKOS024437766,16618
516,NS00005912,16618
517,Q27286787,16618
518,ALLYL ISOVALERATE,17816
519,2835-39-4,17816
520,Allyl isopentanoate,17816
521,"Isovaleric acid, allyl ester",17816
522,Allyl isovalerianate,17816
523,2-Propenyl 3-methylbutanoate,17816
524,2-Propenyl isovalerate,17816
525,Allyl 3-methylbutyrate,17816
526,"Butanoic acid, 3-methyl-, 2-propenyl ester",17816
527,prop-2-en-1-yl 3-methylbutanoate,17816
528,2-Propenyl isopentanoate,17816
529,FEMA No. 2045,17816
530,"3-Methylbutyric acid, allyl ester",17816
531,NCI-C54717,17816
532,"Butyric acid, 3-methyl-, allyl ester",17816
533,"3-Methylbutanoic acid, 2-propenyl ester",17816
534,"Butanoic acid, 3-methyl-, 2-propen-1-yl ester",17816
535,DTXSID4039233,17816
536,NSC-18606,17816
537,3551Z86V7T,17816
538,DTXCID0048,17816
539,3-METHYLBUTANOIC ACID 2-PROPENYL ESTER,17816
540,RefChem:110874,17816
541,220-609-7,17816
542,Allyl 3-methylbutanoate,17816
543,prop-2-enyl 3-methylbutanoate,17816
544,NSC 18606,17816
545,ALLYLISOVALERATE,17816
546,CCRIS 21,17816
547,Allyl iso-valerate,17816
548,CAS-2835-39-4,17816
549,HSDB 4183,17816
550,EINECS 220-609-7,17816
551,BRN 1750520,17816
552,AI3-24271,17816
553,UNII-3551Z86V7T,17816
554,Allyl 3-methylbutanoate #,17816
555,SCHEMBL873242,17816
556,ALLYL ISOVALERATE [FCC],17816
557,ALLYL ISOVALERATE [FHFI],17816
558,ALLYL ISOVALERATE [HSDB],17816
559,ALLYL ISOVALERATE [IARC],17816
560,CHEMBL1887355,17816
561,SCHEMBL26129648,17816
562,WLN: 1Y1&1VO2U1,17816
563,CHEBI:82380,17816
564,"Allyl isovalerate, >=98%, FCC",17816
565,NSC18606,17816
566,Tox21_201307,17816
567,Tox21_303369,17816
568,LMFA07010742,17816
569,"Allyl isovalerate, analytical standard",17816
570,AKOS015995543,17816
571,NCGC00164414-01,17816
572,NCGC00164414-02,17816
573,NCGC00257346-01,17816
574,NCGC00258859-01,17816
575,DB-047384,17816
576,NS00011944,17816
577,"Butanoic acid,3-methyl-,2-propen-1-yl ester",17816
578,C19318,17816
579,Q27155908,17816
580,N-Ethyl-4-nitroaniline,19318
581,N-Ethyl-p-nitroaniline,19318
582,N-ETHYL-4-NITROBENZENAMINE,19318
583,"Benzenamine, N-ethyl-4-nitro-",19318
584,HIJ38TTD80,19318
585,EINECS 222-927-1,19318
586,UNII-HIJ38TTD80,19318
587,DTXSID3063124,19318
588,"ETHYL-4-NITROANILINE, N-",19318
589,"ANILINE, N-ETHYL-P-NITRO-",19318
590,RefChem:163314,19318
591,DTXCID6039213,19318
592,222-927-1,19318
593,"InChI=1/C8H10N2O2/c1-2-9-7-3-5-8(6-4-7)10(11)12/h3-6,9H,2H2,1H",19318
594,XBNNLAWQCMDISJ-UHFFFAOYSA-N,19318
595,3665-80-3,19318
596,MFCD00010647,19318
597,N-Ethyl-N-(4-nitrophenyl)amine,19318
598,ethyl(4-nitrophenyl)amine,19318
599,N-Ethyl-4-nitro-benzenamine,19318
600,CDS1_000053,19318
601,N-ethyl 4-nitroaniline,19318
602,p-nitrophenyl-ethylamine,19318
603,4-nitrophenyl-ethylamine,19318
604,Maybridge1_002341,19318
605,N-ethyl-4-nitro-aniline,19318
606,N1-ethyl-4-nitroaniline,19318
607,"aniline, N-ethyl-4-nitro-",19318
608,MLS000851160,19318
609,DivK1c_001093,19318
610,SCHEMBL570831,19318
611,ethyl-(4-nitro-phenyl)-amine,19318
612,SCHEMBL5671205,19318
613,SCHEMBL6251043,19318
614,SCHEMBL6927809,19318
615,"N-Ethyl-4-nitroaniline, 99%",19318
616,CHEMBL1378281,19318
617,SCHEMBL20377071,19318
618,HMS548C09,19318
619,HMS2777B10,19318
620,DAA66580,19318
621,N-Ethyl-N-(4-nitrophenyl)amine #,19318
622,SBB080432,19318
623,STL069463,19318
624,AKOS004896753,19318
625,NCGC00246665-01,19318
626,AS-76339,19318
627,SMR000457403,19318
628,SY185575,19318
629,DB-048986,19318
630,CS-0258169,19318
631,NS00030073,19318
632,ST45053114,19318
633,EN300-69278,19318
634,E85396,19318
635,AE-562/43447810,19318
636,F670268,19318
637,87235-61-8,4289
638,Ro 16-6941,4289
639,Ro-16-6491,4289
640,RefChem:179624,4289
641,Ro 16-6491,4289
642,N-(2-aminoethyl)-4-chlorobenzamide,4289
643,CHEMBL338404,4289
644,Ro 16-6491 hydrochloride,4289
645,N-(2-aminoethyl)-4-chloro-benzamide,4289
646,Spectrum_000099,4289
647,Tocris-0376,4289
648,Lopac-R-106,4289
649,Spectrum2_001968,4289
650,Spectrum3_001603,4289
651,Spectrum4_000880,4289
652,Spectrum5_001211,4289
653,Lopac0_001103,4289
654,BSPBio_003205,4289
655,KBioGR_001579,4289
656,KBioSS_000519,4289
657,DivK1c_000673,4289
658,SPBio_002095,4289
659,orb1699506,4289
660,SCHEMBL3506361,4289
661,CHEBI:92783,4289
662,KBio1_000673,4289
663,KBio2_000519,4289
664,KBio2_003087,4289
665,KBio2_005655,4289
666,KBio3_002425,4289
667,RO 16-6491 (free base),4289
668,AIHKMGLJGLKLSI-UHFFFAOYSA-N,4289
669,NINDS_000673,4289
670,DTXSID101007432,4289
671,BBL018643,4289
672,BDBM50063994,4289
673,MFCD04369372,4289
674,STL194214,4289
675,AKOS000147526,4289
676,CCG-205179,4289
677,Ro-166491,4289
678,IDI1_000673,4289
679,UPCMLD0ENAT5970959:001,4289
680,"Benzamide, N-(2-aminoethyl)-4-chloro-",4289
681,NCGC00015879-01,4289
682,NCGC00015879-02,4289
683,NCGC00015879-03,4289
684,NCGC00024560-01,4289
685,NCGC00024560-02,4289
686,VS-06721,4289
687,DB-230893,4289
688,CS-0268166,4289
689,EN300-57536,4289
690,F21193,4289
691,BRD-K44899736-003-02-1,4289
692,Q27164544,4289
693,N- (2-AMINOETHYL)-4-CHLOROBENZAMIDE (RO-16-6491),4289
694,HMS3649M08,4524
695,thiotepa,5453
696,52-24-4,5453
697,THIO-TEPA,5453
698,Triethylenethiophosphoramide,5453
699,Thiophosphamide,5453
700,Thioplex,5453
701,Tespamin,5453
702,Tespamine,5453
703,Thiofozil,5453
704,Girostan,5453
705,Tifosyl,5453
706,Stepa,5453
707,Oncotiotepa,5453
708,TESPA,5453
709,Thiotef,5453
710,tepadina,5453
711,Ledertepa,5453
712,Tris(1-aziridinyl)phosphine sulfide,5453
713,Thiotriethylenephosphoramide,5453
714,NSC-6396,5453
715,TIO TEF,5453
716,Tepylute,5453
717,Tiotepa,5453
718,Thiophosphamidum,5453
719,Triethylene thiophosphoramide,5453
720,"N,N',N''-Triethylenethiophosphoramide",5453
721,Triaziridinylphosphine sulfide,5453
722,Triethylenethiophosphorotriamide,5453
723,Tris(ethylenimino)thiophosphate,5453
724,Thiotepum,5453
725,Phosphorothioic acid triethylenetriamide,5453
726,Tri(ethyleneimino)thiophosphoramide,5453
727,NSC 6396,5453
728,Tris(1-aziridinyl)phosphine sulphide,5453
729,"N,N',N''-Triethylenethiophosphamide",5453
730,DTXSID0021339,5453
731,NSC6396,5453
732,"1,1',1''-Phosphinothioylidynetrisaziridine",5453
733,"N,N',N''-Triethylenephosphorothioic triamide",5453
734,"N,N',N''-Tri-1,2-ethanediylthiophosphoramide",5453
735,905Z5W3GKH,5453
736,"AZIRIDINE,1,1',1''-PHOSPHINOTHIOYLIDYNETRIS-",5453
737,WR 45312,5453
738,DTXCID201339,5453
739,tris(aziridin-1-yl)-lambda5-phosphanethione,5453
740,tris(aziridin-1-yl)-sulfanylidenephosphorane,5453
741,Thio Tepa,5453
742,tris(aziridin-1-yl)-$l^(5)-phosphanethione,5453
743,tris(aziridin-1-yl)-$l^{5}-phosphanethione,5453
744,Thiofosfamide,5453
745,AI3 24916,5453
746,AI324916,5453
747,RefChem:897941,5453
748,L01AC01,5453
749,"N,N', N''-Triethylenethiophosphoramide",5453
750,"1,1',1''-Phosphinothioyldynetrisaziridine",5453
751,"1,1',1\\'-phosphinothioylidynetrisaziridine",5453
752,200-135-7,5453
753,TSPA,5453
754,Tri(aziridin-1-yl)phosphine sulfide,5453
755,Tiofosfamid,5453
756,Oncotepa,5453
757,Tiofosyl,5453
758,Tiofozil,5453
759,Oncothio-tepa,5453
760,Tio-tef,5453
761,Thio-Tep,5453
762,Thio-tepa S,5453
763,"1,1',1''-phosphorothioyltriaziridine",5453
764,CBC 806495,5453
765,"Phosphine sulfide, tris(1-aziridinyl)-",5453
766,NCI-C01649,5453
767,SK 6882,5453
768,Tris(aziridinyl)phosphine sulfide,5453
769,"Aziridine, 1,1',1''-phosphinothioylidynetris-",5453
